"","ccg_name","gp_code","fyr","fqtr","gp_size","male","edu_3rd","age_5","age_15","age_75plus","ch_nb","ae_visits"
"345","IB1","1076SO",201718,"Q1",11284,5565,1317,1693,1128,1257,88.66666667,379
"346","IB1","1076SO",201718,"Q2",11307,5575,1319,1717,1121,1259,88,370
"347","IB1","1076SO",201718,"Q3",11299,5571,1318,1713,1111,1253,88,363
"348","IB1","1076SO",201718,"Q4",11311,5576,1320,1725,1121,1231,88,388
"349","IB1","1076SO",201819,"Q1",11324,5586,1321,1725,1118,1226,88.66666667,398
"350","IB1","1076SO",201819,"Q2",11343,5600,1322,1732,1108,1217,91.33333333,375
"351","IB1","1076SO",201819,"Q3",11314,5577,1319,1722,1108,1219,91,391
"352","IB1","1076SO",201819,"Q4",11307,5576,1318,1735,1087,1227,91,370
"353","DB1","1079RD",201516,"Q1",14364,7137,1773,2515,1774,1062,163,454
"354","DB1","1079RD",201516,"Q2",14428,7164,1780,2531,1785,1075,166,461
"355","DB1","1079RD",201516,"Q3",14435,7158,1782,2546,1756,1085,168,444
"356","DB1","1079RD",201516,"Q4",14460,7172,1783,2570,1752,1086,170,466
"357","DB1","1079RD",201617,"Q1",14490,7196,1785,2622,1724,1082,170,496
"358","DB1","1079RD",201617,"Q2",14548,7218,1791,2638,1735,1096,171,477
"359","DB1","1079RD",201617,"Q3",14590,7224,1796,2634,1739,1112,178,449
"360","DB1","1079RD",201617,"Q4",14604,7227,1796,2635,1727,1122,179,489
"361","DB1","1079RD",201718,"Q1",14654,7258,1801,2641,1739,1112,172,480
"362","DB1","1079RD",201718,"Q2",14736,7291,1808,2671,1742,1110,170.3333333,496
"363","DB1","1079RD",201718,"Q3",14776,7302,1813,2665,1743,1116,171,490
"364","DB1","1079RD",201718,"Q4",14808,7328,1816,2668,1728,1122,171.6666667,497
"365","DB1","1079RD",201819,"Q1",14884,7382,1826,2681,1741,1123,172.3333333,502
"366","DB1","1079RD",201819,"Q2",14975,7429,1837,2707,1753,1138,173,510
"367","DB1","1079RD",201819,"Q3",15050,7471,1846,2752,1747,1155,173,506
"368","DB1","1079RD",201819,"Q4",15118,7506,1853,2754,1760,1185,175,507
"369","IB1","1083IT",201516,"Q1",8475,4239,1077,1305,887,794,69,268
"370","IB1","1083IT",201516,"Q2",8483,4244,1078,1297,888,800,70,281
"371","IB1","1083IT",201516,"Q3",8529,4274,1084,1309,901,805,70,270
"372","IB1","1083IT",201516,"Q4",8527,4275,1084,1312,880,815,70,287
"373","IB1","1083IT",201617,"Q1",8526,4270,1084,1307,875,815,69,283
"374","IB1","1083IT",201617,"Q2",8549,4289,1087,1300,873,820,69,292
"375","IB1","1083IT",201617,"Q3",8526,4290,1085,1286,865,815,70,270
"376","IB1","1083IT",201617,"Q4",8522,4290,1085,1282,856,838,69,295
"377","IB1","1083IT",201718,"Q1",8561,4308,1089,1296,851,841,70,302
"378","IB1","1083IT",201718,"Q2",8571,4308,1091,1289,869,848,70,276
"379","IB1","1083IT",201718,"Q3",8606,4318,1095,1297,856,857,69,282
"380","IB1","1083IT",201718,"Q4",8649,4330,1101,1309,852,863,70,258
"381","IB1","1083IT",201819,"Q1",8695,4354,1107,1336,834,876,72,308
"382","IB1","1083IT",201819,"Q2",8717,4366,1110,1327,835,877,74,284
"383","IB1","1083IT",201819,"Q3",8737,4385,1113,1338,821,891,76,292
"384","IB1","1083IT",201819,"Q4",8767,4402,1118,1343,806,896,76,314
"385","LB1","1096DI",201516,"Q1",5805,2853,653,768,516,678,56,193
"386","LB1","1096DI",201516,"Q2",5828,2859,655,775,528,677,56.66666667,188
"387","LB1","1096DI",201516,"Q3",5818,2856,654,770,523,682,57,204
"388","LB1","1096DI",201516,"Q4",5851,2875,658,775,521,692,58,190
"389","LB1","1096DI",201617,"Q1",5835,2882,656,764,520,696,57,219
"390","LB1","1096DI",201617,"Q2",5844,2882,656,770,520,703,57,182
"391","LB1","1096DI",201617,"Q3",5852,2887,657,760,539,709,57,200
"392","LB1","1096DI",201617,"Q4",5833,2891,655,762,516,705,57,201
"393","LB1","1096DI",201718,"Q1",5844,2902,656,755,509,717,56,188
"394","LB1","1096DI",201718,"Q2",5881,2918,661,760,520,719,57,213
"395","LB1","1096DI",201718,"Q3",5872,2908,660,758,497,721,57,208
"396","LB1","1096DI",201718,"Q4",5873,2909,660,755,495,709,25,184
"397","LB1","1096DI",201819,"Q1",5879,2908,661,760,497,702,24,188
"398","LB1","1096DI",201819,"Q2",5899,2926,663,757,503,714,24.33333333,178
"399","LB1","1096DI",201819,"Q3",5901,2929,663,767,484,729,25,189
"400","LB1","1096DI",201819,"Q4",5912,2937,665,779,475,738,25,195
"401","EB1","1099EP",201516,"Q1",5431,2734,584,902,559,509,74,198
"402","EB1","1099EP",201516,"Q2",5443,2743,586,907,560,505,76,192
"403","EB1","1099EP",201516,"Q3",5462,2747,589,904,562,511,75.66666667,185
"404","EB1","1099EP",201516,"Q4",5451,2741,587,903,552,511,75,172
"405","EB1","1099EP",201617,"Q1",5496,2761,591,906,550,520,75,184
"406","EB1","1099EP",201617,"Q2",5510,2765,593,905,568,525,75,173
"407","EB1","1099EP",201617,"Q3",5514,2765,593,909,567,519,75,177
"408","EB1","1099EP",201617,"Q4",5536,2776,596,911,552,527,75,167
"409","EB1","1099EP",201718,"Q1",5524,2767,594,917,548,512,74,191
"410","EB1","1099EP",201718,"Q2",5475,2746,588,911,535,511,73,175
"411","EB1","1099EP",201718,"Q3",5490,2756,589,900,532,520,73,195
"412","EB1","1099EP",201718,"Q4",5504,2776,591,905,530,520,73,177
"413","EB1","1099EP",201819,"Q1",5471,2759,588,908,523,511,74,195
"414","EB1","1099EP",201819,"Q2",5455,2755,587,897,522,514,73,183
"415","EB1","1099EP",201819,"Q3",5428,2734,584,878,499,511,73,186
"416","EB1","1099EP",201819,"Q4",5413,2731,582,883,493,506,73,200
"417","QA1","1100NM",201516,"Q1",6563,3221,864,1149,776,391,58,215
"418","QA1","1100NM",201516,"Q2",6607,3236,870,1160,777,400,60,212
"419","QA1","1100NM",201516,"Q3",6593,3234,868,1165,760,388,59,188
"420","QA1","1100NM",201516,"Q4",6581,3227,866,1170,751,391,59,214
"421","QA1","1100NM",201617,"Q1",6605,3246,870,1168,761,388,59,207
"422","QA1","1100NM",201617,"Q2",6614,3236,871,1171,753,392,60,219
"423","QA1","1100NM",201617,"Q3",6615,3238,871,1165,748,395,59,222
"424","QA1","1100NM",201617,"Q4",6634,3237,874,1168,741,402,60,205
"425","QA1","1100NM",201718,"Q1",6629,3242,873,1162,747,408,60,221
"426","QA1","1100NM",201718,"Q2",6626,3237,872,1153,742,413,59,214
"427","QA1","1100NM",201718,"Q3",6594,3229,868,1159,718,417,83,194
"428","QA1","1100NM",201718,"Q4",6582,3223,866,1161,699,421,95,224
"429","QA1","1100NM",201819,"Q1",6566,3224,863,1159,701,416,94,228
"430","QA1","1100NM",201819,"Q2",6580,3228,865,1158,696,421,95,220
"431","QA1","1100NM",201819,"Q3",6533,3214,859,1146,686,415,93,215
"432","QA1","1100NM",201819,"Q4",6514,3205,856,1143,681,414,93,227
"433","KB1","1103QR",201516,"Q1",18354,8877,2404,2962,2146,1815,143,590
"434","KB1","1103QR",201516,"Q2",18402,8894,2410,2959,2157,1825,143,595
"435","KB1","1103QR",201516,"Q3",18453,8915,2415,2950,2165,1830,144,572
"436","KB1","1103QR",201516,"Q4",18448,8927,2414,2941,2146,1840,143,613
"437","KB1","1103QR",201617,"Q1",18424,8923,2413,2945,2150,1823,143,615
"438","KB1","1103QR",201617,"Q2",18490,8976,2423,2946,2161,1812,144,608
"439","KB1","1103QR",201617,"Q3",18525,8994,2428,2934,2188,1810,142.6666667,601
"440","KB1","1103QR",201617,"Q4",18509,8999,2423,2939,2142,1818,142,610
"441","KB1","1103QR",201718,"Q1",18508,8995,2423,2934,2141,1816,141,617
"442","KB1","1103QR",201718,"Q2",18474,8981,2419,2892,2165,1824,140,600
"443","KB1","1103QR",201718,"Q3",18407,8959,2411,2880,2125,1817,140,589
"444","KB1","1103QR",201718,"Q4",18366,8964,2405,2923,2091,1811,140,620
"445","KB1","1103QR",201819,"Q1",18366,8980,2405,2933,2075,1802,138,623
"446","KB1","1103QR",201819,"Q2",18386,8987,2408,2930,2069,1806,138,633
"447","KB1","1103QR",201819,"Q3",18239,8924,2388,2893,2023,1801,137,602
"448","KB1","1103QR",201819,"Q4",18149,8898,2375,2880,1979,1823,136,599
"449","CB1","1108RO",201516,"Q1",8989,4404,1039,1243,887,1192,115,320
"450","CB1","1108RO",201516,"Q2",8996,4405,1039,1244,880,1214,115,303
"451","CB1","1108RO",201516,"Q3",8987,4411,1038,1230,882,1221,115,285
"452","CB1","1108RO",201516,"Q4",8972,4410,1036,1233,872,1215,115,314
"453","CB1","1108RO",201617,"Q1",8963,4398,1035,1229,878,1199,114,310
"454","CB1","1108RO",201617,"Q2",8965,4387,1035,1232,875,1200,114,288
"455","CB1","1108RO",201617,"Q3",8985,4402,1038,1247,861,1200,113,312
"456","CB1","1108RO",201617,"Q4",9007,4429,1040,1250,856,1208,114,317
"457","CB1","1108RO",201718,"Q1",9014,4415,1041,1251,857,1221,112,318
"458","CB1","1108RO",201718,"Q2",9072,4440,1048,1265,882,1218,112,322
"459","CB1","1108RO",201718,"Q3",9080,4434,1049,1270,877,1217,112,308
"460","CB1","1108RO",201718,"Q4",9081,4436,1049,1267,845,1247,113,301
"461","CB1","1108RO",201819,"Q1",9112,4459,1053,1264,849,1271,113,333
"462","CB1","1108RO",201819,"Q2",9154,4477,1058,1275,834,1278,113,327
"463","CB1","1108RO",201819,"Q3",9177,4478,1061,1287,817,1281,113,318
"464","CB1","1108RO",201819,"Q4",9182,4495,1061,1299,798,1304,113,324
"465","FB1","114RB",201516,"Q1",3263,1639,376,448,322,341,15,119
"466","FB1","114RB",201516,"Q2",3274,1635,377,449,323,348,16,110
"467","FB1","114RB",201516,"Q3",3287,1644,378,451,323,349,17,94
"468","FB1","114RB",201516,"Q4",3266,1638,375,442,314,349,19,111
"469","FB1","114RB",201617,"Q1",3283,1653,378,452,316,357,19,125
"470","FB1","114RB",201617,"Q2",3309,1667,381,466,327,364,19,106
"471","FB1","114RB",201617,"Q3",3315,1669,382,472,316,370,19,113
"472","FB1","114RB",201617,"Q4",3338,1689,384,482,315,363,18,104
"473","FB1","114RB",201718,"Q1",3341,1686,385,487,315,363,18,123
"474","FB1","114RB",201718,"Q2",3319,1671,382,478,312,360,23.33333333,109
"475","FB1","114RB",201718,"Q3",3347,1686,385,473,314,363,18,116
"476","FB1","114RB",201718,"Q4",3367,1690,388,481,302,364,18,119
"477","FB1","114RB",201819,"Q1",3379,1692,389,484,295,364,19,125
"478","FB1","114RB",201819,"Q2",3441,1725,396,486,315,370,19,126
"479","FB1","114RB",201819,"Q3",3444,1729,396,487,307,378,19,117
"480","FB1","114RB",201819,"Q4",3445,1728,396,489,296,388,19,122
"481","CB1","1410IL",201516,"Q1",4773,2430,526,673,504,504,62,158
"482","CB1","1410IL",201516,"Q2",4833,2447,533,683,506,514,63,156
"483","CB1","1410IL",201516,"Q3",4901,2470,540,692,504,517,63,149
"484","CB1","1410IL",201516,"Q4",4948,2497,545,689,504,524,64,156
"485","CB1","1410IL",201617,"Q1",4985,2518,549,700,498,530,64.66666667,174
"486","CB1","1410IL",201617,"Q2",5053,2548,556,702,522,534,66,172
"487","CB1","1410IL",201617,"Q3",5094,2572,560,706,526,547,66,175
"488","CB1","1410IL",201617,"Q4",5131,2591,564,708,526,546,67,188
"489","CB1","1410IL",201718,"Q1",5134,2594,564,711,516,546,67,169
"490","CB1","1410IL",201718,"Q2",5155,2604,566,719,525,542,67,182
"491","CB1","1410IL",201718,"Q3",5172,2610,567,713,523,557,67,190
"492","CB1","1410IL",201718,"Q4",5199,2618,570,711,522,571,68,178
"493","CB1","1410IL",201819,"Q1",5275,2655,579,743,522,570,69,195
"494","CB1","1410IL",201819,"Q2",5295,2673,581,738,521,576,69,193
"495","CB1","1410IL",201819,"Q3",5334,2693,585,737,527,591,69,175
"496","CB1","1410IL",201819,"Q4",5384,2723,589,751,521,608,69,190
"497","CB1","1410PL",201516,"Q1",3601,1776,414,528,365,393,11,131
"498","CB1","1410PL",201516,"Q2",3566,1757,410,516,363,400,11,135
"499","CB1","1410PL",201516,"Q3",3588,1767,412,513,366,409,11,128
"500","CB1","1410PL",201516,"Q4",3608,1775,415,528,354,414,12,106
"501","CB1","1410PL",201617,"Q1",3610,1765,415,529,347,412,11,121
"502","CB1","1410PL",201617,"Q2",3607,1763,415,529,344,410,12,113
"503","CB1","1410PL",201617,"Q3",3602,1758,415,531,344,416,12,131
"504","CB1","1410PL",201617,"Q4",3618,1762,417,534,345,429,13,126
"505","CB1","1410PL",201718,"Q1",3640,1765,419,535,350,427,13,134
"506","CB1","1410PL",201718,"Q2",3656,1769,422,540,344,432,14,113
"507","CB1","1410PL",201718,"Q3",3640,1763,420,534,339,434,14,111
"508","CB1","1410PL",201718,"Q4",3650,1780,421,535,337,437,13,120
"509","CB1","1410PL",201819,"Q1",3686,1786,425,560,330,440,14,118
"510","CB1","1410PL",201819,"Q2",3682,1789,425,563,323,447,14,121
"511","CB1","1410PL",201819,"Q3",3653,1774,421,556,316,458,14,116
"512","CB1","1410PL",201819,"Q4",3598,1755,415,542,306,462,13,117
"513","VA1","142PL",201516,"Q1",5014,2526,602,684,528,463,33,179
"514","VA1","142PL",201516,"Q2",5014,2524,602,700,528,467,36,148
"515","VA1","142PL",201516,"Q3",4975,2508,597,693,529,467,35,164
"516","VA1","142PL",201516,"Q4",4967,2502,596,694,518,472,35,168
"517","VA1","142PL",201617,"Q1",4952,2500,594,689,515,477,35.66666667,149
"518","VA1","142PL",201617,"Q2",4911,2472,590,671,521,480,35,168
"519","VA1","142PL",201617,"Q3",4907,2471,589,666,497,489,35,159
"520","VA1","142PL",201617,"Q4",4849,2447,582,664,474,492,34,153
"521","VA1","142PL",201718,"Q1",4865,2458,584,677,464,498,36,163
"522","VA1","142PL",201718,"Q2",4866,2456,584,682,462,503,35,155
"523","VA1","142PL",201718,"Q3",4872,2466,585,691,457,501,36,150
"524","VA1","142PL",201718,"Q4",4860,2456,583,689,447,514,35,169
"525","VA1","142PL",201819,"Q1",4883,2466,586,710,443,521,36,170
"526","VA1","142PL",201819,"Q2",4846,2454,581,704,449,531,36,167
"527","VA1","142PL",201819,"Q3",4815,2433,578,703,447,534,36,165
"528","VA1","142PL",201819,"Q4",4805,2423,576,701,451,523,36,181
"529","JB1","147LA",201516,"Q1",14462,7022,1874,2583,1697,1083,177,463
"530","JB1","147LA",201516,"Q2",14490,7021,1878,2609,1679,1091,179,465
"531","JB1","147LA",201516,"Q3",14526,7036,1882,2611,1677,1104,181,432
"532","JB1","147LA",201516,"Q4",14544,7039,1884,2624,1660,1097,179.6666667,478
"533","JB1","147LA",201617,"Q1",14520,7036,1881,2607,1666,1087,176,489
"534","JB1","147LA",201617,"Q2",14546,7065,1885,2604,1660,1098,177,483
"535","JB1","147LA",201617,"Q3",14543,7081,1884,2615,1615,1106,177,460
"536","JB1","147LA",201617,"Q4",14493,7065,1876,2612,1580,1103,176,486
"537","JB1","147LA",201718,"Q1",14570,7114,1885,2645,1562,1132,177,497
"538","JB1","147LA",201718,"Q2",14568,7128,1884,2619,1578,1127,186.3333333,479
"539","JB1","147LA",201718,"Q3",14614,7143,1890,2610,1570,1131,190,458
"540","JB1","147LA",201718,"Q4",14629,7150,1892,2624,1534,1152,191,490
"541","JB1","147LA",201819,"Q1",14736,7210,1906,2655,1539,1167,192,519
"542","JB1","147LA",201819,"Q2",14890,7286,1925,2715,1533,1160,181,509
"543","JB1","147LA",201819,"Q3",14936,7295,1932,2716,1560,1165,174,497
"544","JB1","147LA",201819,"Q4",15037,7329,1945,2736,1567,1172,174,510
"545","GB1","150UY",201516,"Q1",4936,2522,594,1019,542,324,87,166
"546","GB1","150UY",201516,"Q2",4989,2542,600,1042,539,326,89.33333333,156
"547","GB1","150UY",201516,"Q3",4996,2541,601,1051,519,329,89,162
"548","GB1","150UY",201516,"Q4",5011,2549,603,1050,530,329,90,180
"549","GB1","150UY",201617,"Q1",5040,2559,606,1054,540,328,91,174
"550","GB1","150UY",201617,"Q2",5056,2572,608,1068,543,325,92,158
"551","GB1","150UY",201617,"Q3",5100,2590,613,1080,550,329,92,160
"552","GB1","150UY",201617,"Q4",5117,2596,615,1083,547,322,92,171
"553","GB1","150UY",201718,"Q1",5167,2618,620,1088,547,323,93.33333333,192
"554","GB1","150UY",201718,"Q2",5163,2617,620,1082,542,320,98.66666667,166
"555","GB1","150UY",201718,"Q3",5185,2623,623,1092,534,327,96,163
"556","GB1","150UY",201718,"Q4",5190,2635,624,1096,538,334,96,172
"557","GB1","150UY",201819,"Q1",5192,2630,624,1105,532,337,110.6666667,206
"558","GB1","150UY",201819,"Q2",5196,2631,624,1104,530,346,115.6666667,191
"559","GB1","150UY",201819,"Q3",5234,2645,628,1104,527,358,118.3333333,181
"560","GB1","150UY",201819,"Q4",5300,2675,636,1120,532,376,120,182
"561","JB1","155YN",201516,"Q1",6464,3142,791,1101,720,507,56,213
"562","JB1","155YN",201516,"Q2",6486,3148,794,1105,714,503,56,202
"563","JB1","155YN",201516,"Q3",6550,3170,802,1134,729,510,56.66666667,214
"564","JB1","155YN",201516,"Q4",6635,3216,813,1162,724,516,58,213
"565","JB1","155YN",201617,"Q1",6701,3254,820,1191,720,520,59,226
"566","JB1","155YN",201617,"Q2",6716,3263,821,1199,714,522,61,190
"567","JB1","155YN",201617,"Q3",6792,3311,831,1199,738,531,61,212
"568","JB1","155YN",201617,"Q4",6802,3311,833,1207,714,548,60,234
"569","JB1","155YN",201718,"Q1",6825,3332,835,1211,712,552,60,231
"570","JB1","155YN",201718,"Q2",6870,3348,839,1228,710,551,60,228
"571","JB1","155YN",201718,"Q3",6903,3357,843,1240,698,563,61,230
"572","JB1","155YN",201718,"Q4",6941,3378,848,1251,685,557,62,221
"573","JB1","155YN",201819,"Q1",6964,3387,852,1254,668,559,64,221
"574","JB1","155YN",201819,"Q2",7016,3410,858,1275,666,567,63,231
"575","JB1","155YN",201819,"Q3",7065,3440,864,1280,657,570,64,256
"576","JB1","155YN",201819,"Q4",7082,3443,866,1283,652,577,64,236
"577","UA1","183TW",201516,"Q1",2840,1492,351,477,294,214,17,77
"578","UA1","183TW",201516,"Q2",2836,1491,350,483,287,223,17,95
"579","UA1","183TW",201516,"Q3",2863,1499,353,491,289,227,18,80
"580","UA1","183TW",201516,"Q4",2844,1493,350,485,292,228,17,87
"581","UA1","183TW",201617,"Q1",2841,1490,349,480,289,229,18,102
"582","UA1","183TW",201617,"Q2",2838,1484,349,483,285,228,18,95
"583","UA1","183TW",201617,"Q3",2813,1471,346,477,278,231,18,77
"584","UA1","183TW",201617,"Q4",2811,1475,346,481,273,235,17.33333333,83
"585","UA1","183TW",201718,"Q1",2844,1498,349,493,286,235,16,101
"586","UA1","183TW",201718,"Q2",2825,1479,346,487,279,231,16,86
"587","UA1","183TW",201718,"Q3",2850,1487,349,492,279,239,16,99
"588","UA1","183TW",201718,"Q4",2862,1497,351,496,275,249,16,98
"589","UA1","183TW",201819,"Q1",2869,1505,352,494,276,246,17.33333333,98
"590","UA1","183TW",201819,"Q2",2882,1507,354,487,271,255,20,89
"591","UA1","183TW",201819,"Q3",2905,1519,357,506,258,255,21.33333333,87
"592","UA1","183TW",201819,"Q4",2918,1523,359,517,258,249,22,129
"593","BB1","2108UV",201516,"Q1",6240,3088,731,1078,842,487,81,207
"594","BB1","2108UV",201516,"Q2",6209,3068,728,1078,825,486,84.66666667,198
"595","BB1","2108UV",201516,"Q3",6203,3069,726,1072,817,490,89,197
"596","BB1","2108UV",201516,"Q4",6166,3059,722,1059,811,492,88,226
"597","BB1","2108UV",201617,"Q1",6123,3038,717,1062,804,487,88,213
"598","BB1","2108UV",201617,"Q2",6106,3035,715,1052,802,492,86,211
"599","BB1","2108UV",201617,"Q3",6073,3022,712,1044,769,500,85,209
"600","BB1","2108UV",201617,"Q4",6047,3017,709,1031,749,502,85,205
"601","BB1","2108UV",201718,"Q1",6034,3004,708,1023,740,515,87,223
"602","BB1","2108UV",201718,"Q2",6031,3001,707,1024,749,509,86,205
"603","BB1","2108UV",201718,"Q3",6013,2991,705,1025,732,507,85,203
"604","BB1","2108UV",201718,"Q4",5993,2968,702,1021,718,508,85,219
"605","BB1","2108UV",201819,"Q1",5981,2967,701,1019,714,502,84,210
"606","BB1","2108UV",201819,"Q2",5971,2948,700,1023,699,501,84,216
"607","BB1","2108UV",201819,"Q3",5952,2938,697,1019,686,499,85.33333333,199
"608","BB1","2108UV",201819,"Q4",5944,2934,696,1025,677,491,86,201
"609","YB1","227AC",201516,"Q1",18264,8962,2068,3103,2294,1813,171,601
"610","YB1","227AC",201516,"Q2",18308,8987,2072,3084,2327,1848,172.6666667,597
"611","YB1","227AC",201516,"Q3",18420,9053,2084,3100,2386,1861,182.6666667,586
"612","YB1","227AC",201516,"Q4",18475,9085,2091,3136,2372,1871,176.3333333,591
"613","YB1","227AC",201617,"Q1",18461,9050,2090,3093,2399,1871,173,616
"614","YB1","227AC",201617,"Q2",18470,9042,2090,3068,2401,1878,174,603
"615","YB1","227AC",201617,"Q3",18571,9075,2102,3103,2443,1900,174,610
"616","YB1","227AC",201617,"Q4",18566,9072,2101,3147,2380,1898,175,641
"617","YB1","227AC",201718,"Q1",18571,9074,2101,3135,2381,1911,173,640
"618","YB1","227AC",201718,"Q2",18544,9088,2099,3077,2423,1907,171.6666667,640
"619","YB1","227AC",201718,"Q3",18540,9097,2098,3107,2395,1921,171,614
"620","YB1","227AC",201718,"Q4",18530,9091,2096,3151,2357,1914,170,623
"621","YB1","227AC",201819,"Q1",18574,9111,2100,3118,2404,1927,172,648
"622","YB1","227AC",201819,"Q2",18553,9128,2099,3082,2424,1941,172,635
"623","YB1","227AC",201819,"Q3",18538,9110,2098,3114,2367,1959,172,610
"624","YB1","227AC",201819,"Q4",18567,9139,2101,3143,2353,1979,172,626
"625","YB1","230VI",201516,"Q1",9017,4433,1100,1423,819,1053,188,319
"626","YB1","230VI",201516,"Q2",9072,4454,1107,1428,832,1064,189,294
"627","YB1","230VI",201516,"Q3",9154,4479,1117,1466,826,1069,191,300
"628","YB1","230VI",201516,"Q4",9198,4502,1122,1476,814,1075,192.3333333,314
"629","YB1","230VI",201617,"Q1",9263,4537,1130,1504,804,1080,191,319
"630","YB1","230VI",201617,"Q2",9281,4567,1133,1491,805,1082,192,314
"631","YB1","230VI",201617,"Q3",9517,4650,1162,1568,835,1094,194,329
"632","YB1","230VI",201617,"Q4",9580,4697,1170,1582,853,1090,194.6666667,327
"633","YB1","230VI",201718,"Q1",9616,4714,1174,1570,866,1097,194.3333333,345
"634","YB1","230VI",201718,"Q2",9653,4731,1179,1581,862,1103,200,329
"635","YB1","230VI",201718,"Q3",9646,4731,1177,1561,853,1121,197,340
"636","YB1","230VI",201718,"Q4",9685,4764,1181,1580,822,1131,199,364
"637","YB1","230VI",201819,"Q1",9740,4797,1188,1587,820,1151,200,352
"638","YB1","230VI",201819,"Q2",9818,4827,1198,1615,816,1169,202,350
"639","YB1","230VI",201819,"Q3",9807,4820,1196,1581,822,1183,203,354
"640","YB1","230VI",201819,"Q4",9780,4818,1193,1552,820,1191,205,356
"641","ZB1","236OA",201516,"Q1",6434,3078,690,839,582,886,128.6666667,223
"642","ZB1","236OA",201516,"Q2",6678,3205,715,865,601,927,132,224
"643","ZB1","236OA",201516,"Q3",6760,3242,724,883,617,935,133.6666667,223
"644","ZB1","236OA",201516,"Q4",6782,3256,726,903,601,939,134,244
"645","ZB1","236OA",201617,"Q1",6786,3271,727,906,597,935,132,240
"646","ZB1","236OA",201617,"Q2",6801,3274,727,910,600,945,133,221
"647","ZB1","236OA",201617,"Q3",6817,3279,729,914,587,960,135,220
"648","ZB1","236OA",201617,"Q4",6833,3277,731,919,583,956,136.6666667,239
"649","ZB1","236OA",201718,"Q1",6839,3278,732,920,574,959,133,239
"650","ZB1","236OA",201718,"Q2",6877,3285,735,936,572,967,134.3333333,258
"651","ZB1","236OA",201718,"Q3",6899,3305,737,933,591,974,135.3333333,243
"652","ZB1","236OA",201718,"Q4",6906,3317,737,937,579,985,135,241
"653","ZB1","236OA",201819,"Q1",6920,3327,739,934,583,977,135,262
"654","ZB1","236OA",201819,"Q2",6948,3351,742,937,596,975,134.6666667,273
"655","ZB1","236OA",201819,"Q3",6969,3357,745,947,592,989,136.3333333,264
"656","ZB1","236OA",201819,"Q4",6981,3353,747,960,578,999,137,257
"657","XB1","237ST",201516,"Q1",7127,3480,809,990,748,957,147,243
"658","XB1","237ST",201516,"Q2",7137,3496,809,987,751,955,148,252
"659","XB1","237ST",201516,"Q3",7127,3485,808,986,746,972,149,239
"660","XB1","237ST",201516,"Q4",7086,3465,802,959,753,966,148,254
"661","XB1","237ST",201617,"Q1",7038,3448,797,952,739,959,147,243
"662","XB1","237ST",201617,"Q2",7033,3433,796,946,740,969,148,256
"663","XB1","237ST",201617,"Q3",7026,3430,795,955,734,969,146,215
"664","XB1","237ST",201617,"Q4",7003,3415,792,944,725,981,144,237
"665","XB1","237ST",201718,"Q1",7002,3413,792,953,720,984,145,256
"666","XB1","237ST",201718,"Q2",6958,3405,787,945,709,976,142,250
"667","XB1","237ST",201718,"Q3",6905,3390,781,932,682,972,140,253
"668","XB1","237ST",201718,"Q4",6838,3370,774,920,663,965,139,245
"669","XB1","237ST",201819,"Q1",6788,3350,768,917,649,953,138,265
"670","XB1","237ST",201819,"Q2",6748,3323,763,895,648,957,139.3333333,266
"671","XB1","237ST",201819,"Q3",6719,3313,759,886,637,971,140.6666667,237
"672","XB1","237ST",201819,"Q4",6651,3277,752,879,619,972,135.3333333,253
"673","ZB1","245PM",201516,"Q1",5904,2960,656,853,547,661,55,198
"674","ZB1","245PM",201516,"Q2",5919,2971,657,843,559,671,54,191
"675","ZB1","245PM",201516,"Q3",5994,3009,666,857,561,682,55,184
"676","ZB1","245PM",201516,"Q4",6007,3019,667,849,561,690,55,192
"677","ZB1","245PM",201617,"Q1",6036,3029,671,858,561,679,55,203
"678","ZB1","245PM",201617,"Q2",6055,3042,673,853,567,690,55,199
"679","ZB1","245PM",201617,"Q3",6120,3081,681,893,565,685,55,190
"680","ZB1","245PM",201617,"Q4",6155,3081,685,905,569,685,55,197
"681","ZB1","245PM",201718,"Q1",6119,3062,680,888,568,677,55,200
"682","ZB1","245PM",201718,"Q2",6180,3095,687,894,572,680,56,206
"683","ZB1","245PM",201718,"Q3",6236,3123,693,905,560,678,57,202
"684","ZB1","245PM",201718,"Q4",6273,3141,697,902,554,684,57,229
"685","ZB1","245PM",201819,"Q1",6290,3161,699,900,555,687,58,224
"686","ZB1","245PM",201819,"Q2",6341,3181,705,912,559,696,58,219
"687","ZB1","245PM",201819,"Q3",6382,3195,710,909,568,706,57.66666667,214
"688","ZB1","245PM",201819,"Q4",6382,3185,710,907,565,708,58,194
"689","UB1","2510KB",201516,"Q1",7182,3463,825,1071,742,801,60,233
"690","UB1","2510KB",201516,"Q2",7234,3475,830,1065,740,822,70.66666667,229
"691","UB1","2510KB",201516,"Q3",7261,3486,833,1072,728,833,66,237
"692","UB1","2510KB",201516,"Q4",7252,3490,833,1075,725,831,65,251
"693","UB1","2510KB",201617,"Q1",7301,3503,837,1091,728,832,64,241
"694","UB1","2510KB",201617,"Q2",7187,3451,825,1071,721,812,61.66666667,252
"695","UB1","2510KB",201617,"Q3",7127,3432,818,1066,720,809,62.66666667,242
"696","UB1","2510KB",201617,"Q4",7063,3402,811,1061,695,795,64.33333333,250
